电影类别,备案立项号,片名,备案单位,编剧,备案结果,备案地,梗概,公示日期,公示批次名称,备案详细页链接,公示批次链接
故事影片,影剧备字〔2021〕第1652号,天弓：金乌之战,北京功业影业有限公司,陈昕,同意拍摄,北京市,墨国兵器商人后无忧，乃后羿一族遗脉，恰逢天界之门开启，上古祝融后人祝融天命为复兴祝融火神之力，唤醒祝融枪，令九日同天，意在征服人类并完成火神登位之祭，后无忧为救苍生与祝融天命决战，最终将祝融天命打败。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56286,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1668号,奇换人声,北京谷天传媒有限责任公司,横山伸治,同意拍摄,北京市,一位处于低谷的女演员，突然接到一份为当红男演员配音的奇怪工作，当年女演员曾和那位男演员同时出道，却走上完全不一样的事业发展道路。随着两个演员的生活时空逐渐靠近，背后隐藏的故事和秘密也逐渐揭开答案。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56287,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1577号,约会清单,北京光线传媒股份有限公司,徐聪容,同意拍摄,北京市,30岁依旧单身的阮清辉陷入结婚焦虑，她受闺蜜启发，将身边的单身男性按照身高、学历、工作等条件列成表格，逐一约会，闹出不少笑话，想要放弃时意外遇到多情的沈晏和温柔的陆星沉后，阮清辉陷入了两难的抉择,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56288,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1631号,谢谢你来爱我,北京光线影业有限公司,林楷淳,同意拍摄,北京市,高中时期，罗宇失手打碎教学楼的玻璃，当时刚好站在窗下的女同学董娜被砸伤，成了植物人，罗宇也因此家破人亡。多年后罗宇重遇董娜并照顾她直至清醒过来。罗宇决定用此生陪伴瘫痪的董娜并隐瞒真相，为她编织一个梦,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56289,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1531号,大虎,北京光影奇迹影视文化有限公司,王健,同意拍摄,北京市,动物学家祁晋一直醉心于研究各种生物，一名富商找到他向其讲述自己多年前偶然登陆一座小岛并遭遇巨大生物的故事，并邀请父女二人帮其完成再次登岛的心愿。二人很快答应，但却不知等待着他们的是前所未知的嗜血生物。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56290,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1667号,迷失侏罗纪,北京光影奇迹影视文化有限公司,王健,同意拍摄,北京市,科学家父亲为了实现女儿的恐龙梦穿越到侏罗纪带回一颗恐龙蛋，被两只迅猛龙追到现代，并引发一系列蝴蝶效应，众人决定只有将不属于这个时代的史前生物送回他们的时空才能让一切恢复如初。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56291,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1687号,手术刀,北京果实创想影视文化有限公司,李钢,同意拍摄,北京市,一场意外夺去和谐家庭中唯一的孩子，失独和无法再生育的痛苦让妻子陷入精神抑郁，家庭也变得冰冷如死水一般。一个单身妈妈意外自杀，妻子领养了自杀母亲留下的孩子，却让夫妻俩陷入一场严重的信任危机……,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56292,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1666号,心上人,北京海平面影视文化传播有限公司、中科金龙影视科技有限公司,邓怡娴,同意拍摄,北京市,性格观念南辕北辙的伊川和成杉是一对恋人，两人在分手之际各自去彼此家乡（大庆和三亚）的旅行让他们理解了对方，找回了爱情初心。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56293,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1521号,探市,北京河北村民俗文化有限公司,谷金暖,同意拍摄,北京市,民国末年，沈二在鬼市捡了个包袱，本以为能发笔横财，他打开一看，招来了刑侦科长代青。代青一查到底，得知“毒狼”杀人一贯取头。代青连抓几人，浮出了幕后黑手，情理之中意料之外的凶手终被处死于刑场。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56294,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1686号,就怕万一有梦想,北京华诚传媒有限公司,林松,同意拍摄,北京市,李万由于面临职业的崩溃。决定自己创业。于是组建了属于自己的锐鸥广告公司。但是想要真正的成功就要面对曾经错失交臂的金钢笔广告大奖，更要面对老东家从美国招来的天才创意。李万一的面前充满未知与阻碍。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56295,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1548号,南北双雄,北京华沣艺采文化传媒有限公司,梁丽,同意拍摄,北京市,经纪行诱骗壮丁签下卖身契，周泰和许强得知后阻止，惹恼幕后黑手，他们嫁祸周泰杀害许强家人，挑起许强和周泰的仇杀，周泰为了自救和报仇查明真相，最终和许强联手铲除幕后黑手并将他们绳之以法,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56296,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1552号,正义之拳,北京华沣艺采文化传媒有限公司,梁丽,同意拍摄,北京市,黎仁超在调查樊掌柜被杀案时，查出兴隆当铺一干人等有诱骗百姓签下高额借贷之嫌，他为查找真相，假扮借贷人试图找寻证据，经他一番调查最终找他罪证，将他们绳之以法。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56297,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1559号,拳拳热血,北京华夏荣耀文化产业集团有限公司,葛荣亮,同意拍摄,北京市,林奕琛深夜驾车与拳击手陈伟业发生冲突，陈伟业的战力和鄙视深深刺到了他内心薄弱的地方。与父亲的约誓之后，林奕琛在陈伟业的拳击俱乐部，渐渐了解了身边人的过往和渴望，一个艰难的选择也在向他逼近。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56298,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1685号,青春的味道2,北京嘉宸国际文化传媒有限公司,李鹏翔,同意拍摄,北京市,电影主要围绕大熊和晓晨，一个学渣与一个学霸互动、转变与提升的感人故事，呈现了应试教育的现状和矛盾碰撞，也对好坏学生的判断标准提出挑战，让社会、学校和家长反省、深思和研究。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56299,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1579号,落地有声,北京金科影业有限公司、武汉皓伦文化传媒有限公司,郑庆严,同意拍摄,北京市,县里为了振兴农村，规划了农村旅游产业园，并建好了新农村便于农民搬迁。身为党员的第一书记韩闯在搬迁上遇到了难题。但经过努力，最终解决了农民的困难，赢得了老百姓的信任，成功迁村，使产业园顺利建成。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56300,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1561号,冒牌订单,北京美狮影视文化有限公司,张宁,同意拍摄,北京市,每位外卖小哥的骑手服下，都隐藏着一个孤独有趣的灵魂。送外卖只是他暂时的工作，他们的心中也有真正热爱的梦想！方三东就是这样，他边送外面边练拳击，凭着一股子斗志，终于踏上拳台，成为一名职业拳击手。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56301,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1522号,木兰战云中,北京柒玖年代影视文化传播有限公司,黄一鸣,同意拍摄,北京市,影片改编自中国经典文学作品《木兰辞》，讲述了北魏年间，木兰替父从军，载誉而归，十年后柔然再犯边疆，木兰毅然重回战场，凭借自身的聪明才智和永不言弃的精神，与反派李坤鹏斗智斗勇，最终平息云中之乱的故事。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56302,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1658号,救救多多,北京融汇嘉美文化传媒有限公司,王桂菊,同意拍摄,北京市,小学五年级女生可可捡回的一条流浪狗身染重疾，治疗费用高昂。可可背着妈妈偷偷捡废品攒钱给小狗治病，知道真相的同学们和她并肩作战，连可可父母也渐渐被孩子们的善良和童真所打动，加入了抢救小狗的行列。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56303,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1672号,绝地惊情,北京数字印象文化传播有限公司,金舸,同意拍摄,北京市,1909年英、俄窥伺藏地。陈玉鍪奉命编入川军立下战功。历史的重大转折突然而至。武昌起义，危机四伏。大雪漫地，野兽绝迹。粮食已绝，道路复迷。幸存者也就此道别。陈玉鍪上马，久久回望，黯然离去。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56304,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1480号,异空来电,北京太和传奇影视文化传播有限公司,文武,同意拍摄,北京市,这是一个单一空间的科幻烧脑悬疑片，它规定了一个主场景，四个人物，围绕着一个神秘的视频，由于视频的出现，每个人变得开始互相猜忌，一场不可避免的凶险朝他们步步逼近，然而最终人性的善战胜了人性的弱点。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56305,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1659号,咸鱼车神,北京星宏影视文化有限公司,杨志炜,同意拍摄,北京市,该故事讲述了货运司机游经纬帮助少年搭档孙明人以及家乡村民，反抗不法商人蒋震宇的欺压，合力揭穿蒋震宇借开发之名行赌博之便的罪恶勾当，最终为自己和家乡赢得尊重与自由的曲折历程。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56306,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1674号,最好的朋友,北京星影尚文化艺术有限公司,叶琳,同意拍摄,北京市,有的人青春注定孤单，直到他们相遇。一个独来独往的问题高中生，一个被锁在家里的自闭症少年，一个从小被单亲家庭领养的使命少女，要演出一场不可能完成的魔术。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56307,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1662号,修炼爱情,北京暄合影视文化传媒有限公司、北京同暄嘉合文化发展有限公司、北京盛耀东方影视文化传媒有限公司,张宁,同意拍摄,北京市,柏思嘉和男友一直关系稳定，本以为会顺理成章步入婚姻，却突然发现他早已移情别恋。惨烈分手后，柏思嘉领悟到自己一直在别人的审美标准里做无谓的迎合。她不再期盼命中注定的爱人，而是找个命中注定的人，好好爱。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56308,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1560号,碎锦鲤,北京颖动传媒有限公司,刘海亮,同意拍摄,北京市,曾经的摇滚乐手王赞，结婚生子后退出乐队，在一家广告公司工作。有一天，他在接孩子的路上，意外得到了一个手镯，他发现每次摔碎手镯，时光就会倒退3分钟。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56309,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1643号,轮廓光,北京永康文化传媒有限公司,陈永康,同意拍摄,北京市,电影《轮廓光》讲述了艺术家丁康来到大都市一夜成名抱得荣誉与美人归，后来因痛失爱妻并一蹶不振时来到南方艺术驻留小镇，在历经了探索、生存、彷徨等心路历程后重获创作激情重返国际艺术视野的故事。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56310,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1665号,冰上轻驰,北京御风映画文化发展有限公司、北京悦冠星朗文化传播有限公司,徐明明,同意拍摄,北京市,那娜在冰球事业和爱情都失意后，独自抚养女儿小娜，组建了非专业的冰球队，身患绝症的她在大家的帮助下克服各种困难，队伍最终获得了友谊赛的胜利，那娜倒下了，小娜带领大家拿到了省级比赛的冠军，大家将继续前进。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56311,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1495号,你最爱的颜色,北京悦维映画文化传媒有限公司,李鸿其,同意拍摄,北京市,曾经热血的摇滚乐团主唱K现如今已变成了一个微微发福的中年男人，在晓琪的带领下，K前去探望曾经的爱人燕子。一路上，K发现晓琪口中的燕子与他认识的判若两人，K开始回想起两人分分合合的十年…...,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56312,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1529号,爱在波西米亚,北京至酷影视传媒有限责任公司,徐德新,同意拍摄,北京市,北京女孩米亚因为自己的终身大事与父亲米京生发生分歧，前往捷克寻找自己素未谋面的母亲李亚兰。米京生带着文捷和林克前往捷克，找到了米亚、李亚兰以及她的小女儿波西。两代人的爱情在波西米亚悄然生长。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56313,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1528号,任性，青春！,北京中视焕然文化传播有限公司,姚凯,同意拍摄,北京市,差等生谌朗任性、调皮，为提高成绩要加入夏子涵的学习小组，夏子涵对他厌恶至极，断然拒绝。谌郎见此，处处与夏子涵作对。但当夏子涵身处险境时，谌郎却挺身而出、舍命相救。二人言归于好，立志在学业上共同进步。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56314,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1650号,我怕此生等不到,北京卓颐文化传媒有限公司,刘晓飞,同意拍摄,北京市,儿子少年赌气离家，母亲坚强地等待几十年，终于等到儿子归来；本片通过该故事，表达和歌颂“母爱”之纯粹和伟大。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56315,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1578号,出发吧！李享,北京左岸传奇影视文化有限公司,胡逵,同意拍摄,北京市,独自在大都市里艰苦创业的李享为了筹措资金，不得不硬着头皮回老家向母亲借钱，不料却中了母亲的激将法，接手自家的果园，在女友的帮助下，经过重重波折终于完成了产业转型，并最终与母亲相互释怀。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56316,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1532号,创业狂潮,大地时代文化传播（北京）有限公司、工厂大门（天津）影业有限公司,洪泠,同意拍摄,北京市,一个不按常理出牌的草根，一个心思缜密的海归，曹宇和周启航有着截然不同的性格和出生，却将彼此视为互联网创业界最痛恨又欣赏的竞争对手。一系列对决背后，展现了中国热血宏大的创业潮缩影。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56317,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1481号,永远的堡垒,大麦拙诚国际文化传播（北京）有限公司,赵天睿、董俊杰、乔爱宇,同意拍摄,北京市,通过讲述我军红一连的故事，充分展示具有卓绝领导力的中国共产党带领人民不断走向胜利的道路上付出巨大的牺牲和所取得巨大的胜利。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56318,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1527号,那年的秋天,感动人生（北京）文化有限公司,李广明,同意拍摄,北京市,主人公唐月在上高中期间经历的一些事情，因为自身原因引发的矛盾造成了悲剧的发生，之后最终反思自己犯下的错误，决定重新开始专注于学习，走上正确的人生道路。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56319,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
故事影片,影剧备字〔2021〕第1651号,是谁让岁月静好,国廉文化集团有限公司,马赛,同意拍摄,北京市,陈国辉、王文慧夫妇在汉阴县党支部工作，兢兢业业、恪尽职守。用实际行动完美的展现一个优秀模范党员的品质。,2021-06-04,国家电影局关于2021年4月全国电影剧本（梗概）  备案、立项公示的通知-电影备案立项公示-国家电影局,http://www.chinafilm.gov.cn/chinafilm/utils/serviceContent.shtml?ID=56320,http://www.chinafilm.gov.cn/chinafilm/contents/167/3470.shtml
